"MUN","AGEB","NOM_LOC","POBTOT","TVIVPARHAB"
"060","0170","Total AGEB urbana",7249,"1977"
"060","019A","Total AGEB urbana",5973,"1586"
"060","0240","Total AGEB urbana",6277,"1713"
"060","026A","Total AGEB urbana",9851,"2648"
"060","0293","Total AGEB urbana",8886,"2570"
"060","0359","Total AGEB urbana",14234,"3834"
"060","040A","Total AGEB urbana",3350,"793"
"060","0448","Total AGEB urbana",9124,"2424"
"060","0537","Total AGEB urbana",3336,"876"
"060","0541","Total AGEB urbana",5958,"1708"
"060","0556","Total AGEB urbana",6331,"1644"
"060","0560","Total AGEB urbana",3831,"1039"
"060","0575","Total AGEB urbana",4368,"1169"
"060","058A","Total AGEB urbana",5374,"1461"
"060","0594","Total AGEB urbana",3178,"887"
"060","0607","Total AGEB urbana",3011,"781"
"060","0611","Total AGEB urbana",8206,"2389"
"060","0626","Total AGEB urbana",5517,"1472"
"060","0645","Total AGEB urbana",7119,"1922"
"060","0700","Total AGEB urbana",7438,"1895"
"060","0715","Total AGEB urbana",6064,"1644"
"060","072A","Total AGEB urbana",4136,"1090"
"060","0734","Total AGEB urbana",4504,"1235"
"060","0749","Total AGEB urbana",4454,"1237"
"060","0753","Total AGEB urbana",5055,"1451"
"060","0768","Total AGEB urbana",6235,"1683"
"060","0772","Total AGEB urbana",7849,"1961"
"060","0787","Total AGEB urbana",6179,"1563"
"060","0804","Total AGEB urbana",4522,"1232"
"060","0819","Total AGEB urbana",4502,"1250"
"060","0823","Total AGEB urbana",5708,"1462"
"060","0838","Total AGEB urbana",5246,"1310"
"060","0842","Total AGEB urbana",4228,"1076"
"060","0857","Total AGEB urbana",944,"237"
"060","0876","Total AGEB urbana",1180,"297"
"060","0880","Total AGEB urbana",132,"29"
"060","0908","Total AGEB urbana",6121,"1570"
"060","0912","Total AGEB urbana",1966,"523"
"060","0931","Total AGEB urbana",2604,"635"
"060","1003","Total AGEB urbana",4186,"1028"
"060","1018","Total AGEB urbana",6130,"1464"
"060","1022","Total AGEB urbana",6000,"1494"
"060","1037","Total AGEB urbana",3794,"961"
"060","1041","Total AGEB urbana",5586,"1681"
"060","1056","Total AGEB urbana",10121,"3054"
"060","1060","Total AGEB urbana",8570,"2292"
"060","1075","Total AGEB urbana",8093,"2361"
"060","108A","Total AGEB urbana",6034,"1622"
"060","1094","Total AGEB urbana",4158,"1064"
"060","1107","Total AGEB urbana",4287,"1158"
"060","1111","Total AGEB urbana",1764,"554"
"060","1126","Total AGEB urbana",2123,"636"
"060","1130","Total AGEB urbana",3822,"935"
"060","1145","Total AGEB urbana",696,"151"
"060","115A","Total AGEB urbana",4230,"1292"
"060","1179","Total AGEB urbana",1956,"478"
"060","1215","Total AGEB urbana",2325,"561"
"060","122A","Total AGEB urbana",615,"155"
"060","1234","Total AGEB urbana",3416,"1012"
"060","1291","Total AGEB urbana",3254,"786"
"060","1304","Total AGEB urbana",2777,"680"
"060","1319","Total AGEB urbana",2928,"734"
"060","1323","Total AGEB urbana",4758,"1527"
"060","0414","Total AGEB urbana",3238,"813"
"060","0518","Total AGEB urbana",2695,"718"
"060","1249","Total AGEB urbana",825,"201"
"060","0081","Total AGEB urbana",5792,"1518"
"060","1268","Total AGEB urbana",56,"12"
"060","1342","Total AGEB urbana",1545,"374"
"060","1357","Total AGEB urbana",2817,"724"
"060","0679","Total AGEB urbana",7686,"2029"
"060","0683","Total AGEB urbana",2536,"676"
"060","0698","Total AGEB urbana",1312,"343"
"060","1253","Total AGEB urbana",602,"159"
"060","0467","Total AGEB urbana",3956,"1042"
"060","0382","Total AGEB urbana",5612,"1444"
"060","1287","Total AGEB urbana",133,"39"
"060","0984","Total AGEB urbana",2226,"596"
"060","0999","Total AGEB urbana",3765,"970"
"060","1361","Total AGEB urbana",5213,"1312"
"060","0429","Total AGEB urbana",4147,"1037"
"060","0490","Total AGEB urbana",4850,"1238"
"060","0861","Total AGEB urbana",69,"22"
"060","0946","Total AGEB urbana",844,"209"
"060","0950","Total AGEB urbana",7447,"1828"
"060","0965","Total AGEB urbana",1932,"567"
"060","097A","Total AGEB urbana",1115,"326"
"060","1164","Total AGEB urbana",1855,"504"
"060","1183","Total AGEB urbana",1189,"295"
"060","1198","Total AGEB urbana",386,"85"
"060","1200","Total AGEB urbana",1858,"464"
"060","1272","Total AGEB urbana",13,"5"
"060","0490","Total AGEB urbana",3452,"854"
"061","0000","Total del municipio",10351,"2888"
"061","0021","Total AGEB urbana",1134,"315"
"061","0036","Total AGEB urbana",870,"262"
"061","006A","Total AGEB urbana",10,"5"
"061","0074","Total AGEB urbana",440,"116"
"061","0089","Total AGEB urbana",125,"33"
"061","0093","Total AGEB urbana",629,"175"
"061","0106","Total AGEB urbana",706,"206"
"061","0110","Total AGEB urbana",0,"*"
"061","0125","Total AGEB urbana",27,"7"
"061","0144","Total AGEB urbana",907,"248"
"061","0159","Total AGEB urbana",1522,"417"
"061","0163","Total AGEB urbana",998,"290"
"061","0178","Total AGEB urbana",1068,"300"
"061","0182","Total AGEB urbana",139,"39"
"061","0197","Total AGEB urbana",32,"8"
"061","020A","Total AGEB urbana",67,"23"
"061","0214","Total AGEB urbana",25,"9"
"062","0000","Total del municipio",72103,"17335"
"062","0118","Total AGEB urbana",1533,"374"
"062","0175","Total AGEB urbana",5279,"1317"
"062","018A","Total AGEB urbana",2844,"710"
"062","0194","Total AGEB urbana",4285,"1042"
"062","0207","Total AGEB urbana",4243,"1011"
"062","0211","Total AGEB urbana",3245,"783"
"062","0226","Total AGEB urbana",3145,"721"
"062","0230","Total AGEB urbana",3060,"662"
"062","0245","Total AGEB urbana",601,"155"
"062","0264","Total AGEB urbana",600,"140"
"062","0298","Total AGEB urbana",233,"52"
"062","025A","Total AGEB urbana",5292,"1310"
"062","0300","Total AGEB urbana",159,"40"
"062","0315","Total AGEB urbana",201,"55"
"062","032A","Total AGEB urbana",148,"38"
"062","0048","Total AGEB urbana",4685,"981"
"062","0122","Total AGEB urbana",73,"18"
"062","0137","Total AGEB urbana",274,"71"
"062","0279","Total AGEB urbana",213,"45"
"062","0067","Total AGEB urbana",3628,"910"
"062","0141","Total AGEB urbana",460,"110"
"062","0160","Total AGEB urbana",229,"58"
"062","0283","Total AGEB urbana",218,"57"
"062","0033","Total AGEB urbana",9757,"2118"
"063","0000","Total del municipio",36223,"8791"
"063","0064","Total AGEB urbana",2302,"582"
"063","0134","Total AGEB urbana",3138,"813"
"064","0000","Total del municipio",36937,"9215"
"064","0095","Total AGEB urbana",2061,"549"
"064","0108","Total AGEB urbana",1849,"493"
"064","0112","Total AGEB urbana",83,"21"
"064","0127","Total AGEB urbana",953,"246"
"064","0131","Total AGEB urbana",975,"258"
"064","0146","Total AGEB urbana",0,"*"
"064","0150","Total AGEB urbana",49,"13"
"065","0000","Total del municipio",36331,"9307"
"065","0035","Total AGEB urbana",2031,"634"
"065","0105","Total AGEB urbana",3502,"975"
"065","011A","Total AGEB urbana",2336,"655"
"065","0143","Total AGEB urbana",917,"245"
"065","0158","Total AGEB urbana",723,"204"
"065","0270","Total AGEB urbana",109,"36"
"065","0302","Total AGEB urbana",307,"84"
"065","0209","Total AGEB urbana",1349,"377"
"065","0213","Total AGEB urbana",1060,"263"
"065","0228","Total AGEB urbana",1335,"383"
"065","0232","Total AGEB urbana",28,"6"
"065","0247","Total AGEB urbana",9,"*"
"065","0251","Total AGEB urbana",1491,"385"
"065","0266","Total AGEB urbana",1838,"446"
"065","0285","Total AGEB urbana",2,"*"
"065","029A","Total AGEB urbana",243,"67"
"065","0162","Total AGEB urbana",3225,"725"
"065","0177","Total AGEB urbana",2144,"492"
"066","0000","Total del municipio",4891,"1271"
"066","0032","Total AGEB urbana",1747,"464"
"067","0000","Total del municipio",88783,"20530"
"067","0190","Total AGEB urbana",6507,"1609"
"067","0203","Total AGEB urbana",6356,"1413"
"067","0133","Total AGEB urbana",2762,"656"
"067","0218","Total AGEB urbana",4323,"1059"
"067","0222","Total AGEB urbana",511,"126"
"067","0129","Total AGEB urbana",3776,"882"
"067","0114","Total AGEB urbana",4728,"1145"
"067","0186","Total AGEB urbana",2854,"578"
"067","0260","Total AGEB urbana",5102,"1080"
"067","0148","Total AGEB urbana",6701,"1671"
"067","028A","Total AGEB urbana",138,"32"
"067","0275","Total AGEB urbana",5454,"1268"
"067","0133","Total AGEB urbana",3154,"707"
"067","0133","Total AGEB urbana",2578,"567"
"067","0114","Total AGEB urbana",3942,"819"
"067","0167","Total AGEB urbana",2854,"942"
"068","0000","Total del municipio",30785,"7266"
"068","0022","Total AGEB urbana",6234,"1383"
"068","008A","Total AGEB urbana",808,"181"
"068","0111","Total AGEB urbana",1568,"372"
"068","0130","Total AGEB urbana",2890,"700"
"068","0145","Total AGEB urbana",2456,"599"
"068","015A","Total AGEB urbana",2440,"587"
"068","0164","Total AGEB urbana",2184,"529"
"068","0018","Total AGEB urbana",1842,"426"
"068","0179","Total AGEB urbana",1089,"260"
"068","0183","Total AGEB urbana",3440,"833"
"069","0000","Total del municipio",4862,"1231"
"069","002A","Total AGEB urbana",2969,"772"
"069","0049","Total AGEB urbana",1658,"398"
"069","0068","Total AGEB urbana",157,"45"
"070","0000","Total del municipio",304088,"78179"
"070","0020","Total AGEB urbana",4291,"1058"
"070","0035","Total AGEB urbana",3575,"845"
"070","004A","Total AGEB urbana",3901,"995"
"070","0105","Total AGEB urbana",5550,"1504"
"070","011A","Total AGEB urbana",6500,"1771"
"070","0143","Total AGEB urbana",5584,"1593"
"070","0158","Total AGEB urbana",6587,"1811"
"070","0181","Total AGEB urbana",3915,"1027"
"070","0209","Total AGEB urbana",2868,"841"
"070","0393","Total AGEB urbana",4199,"1040"
"070","0406","Total AGEB urbana",4004,"1000"
"070","0410","Total AGEB urbana",3009,"790"
"070","0425","Total AGEB urbana",3694,"1081"
"070","043A","Total AGEB urbana",2878,"789"
"070","0463","Total AGEB urbana",5975,"1637"
"070","0478","Total AGEB urbana",3827,"1010"
"070","0482","Total AGEB urbana",1751,"490"
"070","0586","Total AGEB urbana",2261,"627"
"070","0590","Total AGEB urbana",3332,"912"
"070","0656","Total AGEB urbana",166,"29"
"070","068A","Total AGEB urbana",3454,"921"
"070","0694","Total AGEB urbana",2977,"797"
"070","0904","Total AGEB urbana",3140,"839"
"070","0919","Total AGEB urbana",6999,"1811"
"070","0923","Total AGEB urbana",4807,"1146"
"070","0938","Total AGEB urbana",6316,"1631"
"070","0942","Total AGEB urbana",6159,"1608"
"070","0957","Total AGEB urbana",3854,"1043"
"070","0961","Total AGEB urbana",3619,"920"
"070","0976","Total AGEB urbana",8331,"2101"
"070","0980","Total AGEB urbana",3507,"914"
"070","0995","Total AGEB urbana",3888,"964"
"070","100A","Total AGEB urbana",6648,"1787"
"070","1014","Total AGEB urbana",6636,"1761"
"070","1029","Total AGEB urbana",3297,"821"
"070","1033","Total AGEB urbana",1351,"343"
"070","1048","Total AGEB urbana",3260,"838"
"070","1052","Total AGEB urbana",3136,"770"
"070","1067","Total AGEB urbana",2967,"776"
"070","1071","Total AGEB urbana",3953,"1054"
"070","1086","Total AGEB urbana",3688,"970"
"070","1090","Total AGEB urbana",3193,"823"
"070","1103","Total AGEB urbana",3814,"929"
"070","1118","Total AGEB urbana",6108,"1527"
"070","0251","Total AGEB urbana",10337,"2459"
"070","1122","Total AGEB urbana",8742,"2346"
"070","1137","Total AGEB urbana",3414,"846"
"070","1141","Total AGEB urbana",4092,"1014"
"070","1156","Total AGEB urbana",2386,"583"
"070","1160","Total AGEB urbana",1690,"413"
"070","1175","Total AGEB urbana",2109,"577"
"070","118A","Total AGEB urbana",3188,"735"
"070","1194","Total AGEB urbana",2615,"586"
"070","1207","Total AGEB urbana",2404,"621"
"070","1211","Total AGEB urbana",1986,"487"
"070","1226","Total AGEB urbana",1228,"315"
"070","1230","Total AGEB urbana",3047,"739"
"070","1245","Total AGEB urbana",2880,"755"
"070","125A","Total AGEB urbana",3497,"843"
"070","1264","Total AGEB urbana",2874,"686"
"070","1279","Total AGEB urbana",2553,"667"
"070","1283","Total AGEB urbana",2913,"698"
"070","1298","Total AGEB urbana",2406,"549"
"070","1300","Total AGEB urbana",2147,"508"
"070","1315","Total AGEB urbana",2680,"603"
"070","132A","Total AGEB urbana",2677,"610"
"070","1334","Total AGEB urbana",2266,"553"
"070","1349","Total AGEB urbana",3150,"931"
"070","1353","Total AGEB urbana",3238,"999"
"070","1368","Total AGEB urbana",2470,"618"
"070","1372","Total AGEB urbana",2209,"499"
"070","1387","Total AGEB urbana",2821,"824"
"070","1391","Total AGEB urbana",3120,"877"
"070","1476","Total AGEB urbana",866,"210"
"070","1404","Total AGEB urbana",2385,"597"
"070","1419","Total AGEB urbana",2197,"513"
"070","1423","Total AGEB urbana",3248,"743"
"070","1438","Total AGEB urbana",3466,"837"
"070","1480","Total AGEB urbana",862,"233"
"070","1508","Total AGEB urbana",131,"32"
"070","1512","Total AGEB urbana",177,"42"
"070","1442","Total AGEB urbana",2120,"599"
"070","1457","Total AGEB urbana",3114,"757"
"070","1461","Total AGEB urbana",3158,"767"
"070","1495","Total AGEB urbana",1034,"267"
"070","0251","Total AGEB urbana",5136,"1200"
"071","0000","Total del municipio",14985,"4018"
"071","0047","Total AGEB urbana",2075,"601"
"071","0085","Total AGEB urbana",324,"95"
"071","009A","Total AGEB urbana",434,"123"
"071","0102","Total AGEB urbana",378,"99"
"072","0000","Total del municipio",15972,"3772"
"072","0059","Total AGEB urbana",4145,"954"
"072","0063","Total AGEB urbana",4710,"1110"
"072","0078","Total AGEB urbana",175,"41"
"072","0082","Total AGEB urbana",186,"46"
"072","0097","Total AGEB urbana",81,"20"
"072","010A","Total AGEB urbana",243,"64"
"072","003A","Total AGEB urbana",2866,"682"
"072","0114","Total AGEB urbana",2837,"671"
"073","0000","Total del municipio",31962,"8524"
"073","0041","Total AGEB urbana",3198,"725"
"073","0056","Total AGEB urbana",4649,"1070"
"073","0060","Total AGEB urbana",6165,"1307"
"073","0075","Total AGEB urbana",738,"179"
"073","008A","Total AGEB urbana",919,"299"
"073","0130","Total AGEB urbana",1406,"486"
"073","0094","Total AGEB urbana",3540,"1091"
"073","0107","Total AGEB urbana",4845,"1518"
"073","0111","Total AGEB urbana",3047,"958"
"073","0126","Total AGEB urbana",1426,"451"
"074","0000","Total del municipio",144924,"32829"
"074","0142","Total AGEB urbana",2134,"620"
"074","0299","Total AGEB urbana",357,"100"
"074","0301","Total AGEB urbana",758,"211"
"074","0316","Total AGEB urbana",176,"67"
"074","0320","Total AGEB urbana",683,"192"
"074","0388","Total AGEB urbana",539,"144"
"074","0477","Total AGEB urbana",404,"120"
"074","0481","Total AGEB urbana",229,"61"
"074","041A","Total AGEB urbana",5944,"1074"
"074","0424","Total AGEB urbana",4146,"951"
"074","034A","Total AGEB urbana",1630,"408"
"074","0373","Total AGEB urbana",2451,"593"
"074","0443","Total AGEB urbana",3902,"845"
"074","0195","Total AGEB urbana",3425,"838"
"074","0195","Total AGEB urbana",2607,"657"
"074","0458","Total AGEB urbana",1945,"440"
"074","0462","Total AGEB urbana",2805,"609"
"074","0496","Total AGEB urbana",160,"37"
"074","0227","Total AGEB urbana",3366,"639"
"074","0335","Total AGEB urbana",3142,"799"
"074","0392","Total AGEB urbana",2861,"681"
"074","0369","Total AGEB urbana",6297,"1206"
"074","0265","Total AGEB urbana",7185,"1357"
"074","0284","Total AGEB urbana",5984,"1332"
"074","0246","Total AGEB urbana",2904,"617"
"074","0227","Total AGEB urbana",2738,"588"
"074","0439","Total AGEB urbana",1778,"402"
"075","0000","Total del municipio",29182,"7703"
"075","0046","Total AGEB urbana",2026,"549"
"075","0050","Total AGEB urbana",2244,"607"
"075","0135","Total AGEB urbana",3766,"1040"
"075","014A","Total AGEB urbana",3396,"904"
"075","0154","Total AGEB urbana",2139,"572"
"075","0169","Total AGEB urbana",712,"193"
"076","0000","Total del municipio",97418,"23062"
"076","0058","Total AGEB urbana",11545,"2339"
"076","0062","Total AGEB urbana",10468,"2525"
"076","0077","Total AGEB urbana",6471,"1312"
"076","0096","Total AGEB urbana",4041,"897"
"076","0109","Total AGEB urbana",4860,"1108"
"076","0113","Total AGEB urbana",5729,"1342"
"076","0128","Total AGEB urbana",4367,"917"
"076","0132","Total AGEB urbana",3922,"976"
"076","0147","Total AGEB urbana",4628,"1446"
"076","0185","Total AGEB urbana",4699,"1182"
"076","0202","Total AGEB urbana",1971,"362"
"076","0240","Total AGEB urbana",1173,"248"
"076","0306","Total AGEB urbana",3162,"780"
"076","0310","Total AGEB urbana",4473,"1110"
"076","0325","Total AGEB urbana",3144,"753"
"076","0359","Total AGEB urbana",4904,"1140"
"076","0363","Total AGEB urbana",3396,"893"
"076","0378","Total AGEB urbana",868,"191"
"076","0382","Total AGEB urbana",296,"56"
"076","040A","Total AGEB urbana",524,"111"
"076","0414","Total AGEB urbana",4093,"985"
"076","0397","Total AGEB urbana",7681,"2077"
"077","0000","Total del municipio",6692,"1719"
"077","0036","Total AGEB urbana",1067,"302"
"078","0000","Total del municipio",9729,"2631"
"078","0033","Total AGEB urbana",440,"135"
"078","0048","Total AGEB urbana",352,"99"
"079","0000","Total del municipio",14323,"3964"
"079","0030","Total AGEB urbana",1792,"512"
"079","0064","Total AGEB urbana",471,"137"
"079","0079","Total AGEB urbana",700,"190"
"079","0083","Total AGEB urbana",582,"148"
"079","0098","Total AGEB urbana",455,"122"
"079","0100","Total AGEB urbana",964,"268"
"079","0115","Total AGEB urbana",479,"129"
"079","012A","Total AGEB urbana",81,"24"
"079","0134","Total AGEB urbana",182,"55"
"080","0000","Total del municipio",24145,"6185"
"080","0169","Total AGEB urbana",1936,"477"
"080","0173","Total AGEB urbana",1944,"499"
"080","0099","Total AGEB urbana",2663,"581"
"081","0000","Total del municipio",547503,"164394"
"081","0306","Total AGEB urbana",4109,"1136"
"081","0310","Total AGEB urbana",3432,"1011"
"081","0325","Total AGEB urbana",2359,"716"
"081","033A","Total AGEB urbana",3172,"879"
"081","0467","Total AGEB urbana",400,"122"
"081","0734","Total AGEB urbana",130,"35"
"081","0749","Total AGEB urbana",1939,"513"
"081","0927","Total AGEB urbana",210,"60"
"081","0931","Total AGEB urbana",94,"23"
"081","1183","Total AGEB urbana",2381,"733"
"081","0522","Total AGEB urbana",2013,"551"
"081","0537","Total AGEB urbana",2286,"617"
"081","0560","Total AGEB urbana",2230,"620"
"081","0575","Total AGEB urbana",2736,"698"
"081","058A","Total AGEB urbana",3869,"1002"
"081","0594","Total AGEB urbana",2528,"709"
"081","0607","Total AGEB urbana",3237,"978"
"081","0611","Total AGEB urbana",2666,"748"
"081","0382","Total AGEB urbana",5634,"1355"
"081","0908","Total AGEB urbana",49,"13"
"081","0912","Total AGEB urbana",342,"91"
"081","0378","Total AGEB urbana",4298,"1119"
"081","0626","Total AGEB urbana",4517,"1153"
"081","0630","Total AGEB urbana",5068,"1435"
"081","0645","Total AGEB urbana",2828,"812"
"081","065A","Total AGEB urbana",2392,"723"
"081","0753","Total AGEB urbana",325,"83"
"081","0768","Total AGEB urbana",88,"21"
"081","0772","Total AGEB urbana",584,"142"
"081","0787","Total AGEB urbana",203,"59"
"081","0791","Total AGEB urbana",59,"16"
"081","0946","Total AGEB urbana",160,"31"
"081","122A","Total AGEB urbana",54,"12"
"081","0024","Total AGEB urbana",508,"147"
"081","0039","Total AGEB urbana",1505,"457"
"081","0096","Total AGEB urbana",2564,"764"
"081","0109","Total AGEB urbana",8598,"2672"
"081","0113","Total AGEB urbana",4741,"1419"
"081","0128","Total AGEB urbana",4065,"1403"
"081","0132","Total AGEB urbana",4236,"1493"
"081","0170","Total AGEB urbana",3489,"959"
"081","0185","Total AGEB urbana",4395,"1229"
"081","019A","Total AGEB urbana",1767,"462"
"081","0202","Total AGEB urbana",2841,"755"
"081","0217","Total AGEB urbana",1700,"467"
"081","0274","Total AGEB urbana",3616,"1009"
"081","0289","Total AGEB urbana",3566,"909"
"081","0293","Total AGEB urbana",2337,"614"
"081","0429","Total AGEB urbana",3309,"921"
"081","0486","Total AGEB urbana",870,"260"
"081","0518","Total AGEB urbana",3469,"979"
"081","0541","Total AGEB urbana",7990,"2451"
"081","0556","Total AGEB urbana",22448,"6759"
"081","0664","Total AGEB urbana",5603,"1505"
"081","0679","Total AGEB urbana",4778,"1231"
"081","0683","Total AGEB urbana",2958,"810"
"081","0698","Total AGEB urbana",3215,"853"
"081","0700","Total AGEB urbana",1758,"482"
"081","0823","Total AGEB urbana",877,"238"
"081","0838","Total AGEB urbana",1008,"358"
"081","0842","Total AGEB urbana",3904,"1235"
"081","0950","Total AGEB urbana",4728,"1570"
"081","0965","Total AGEB urbana",2126,"673"
"081","097A","Total AGEB urbana",1861,"537"
"081","0984","Total AGEB urbana",92,"25"
"081","0999","Total AGEB urbana",9485,"2858"
"081","1003","Total AGEB urbana",9142,"2729"
"081","1018","Total AGEB urbana",11170,"3604"
"081","1022","Total AGEB urbana",13228,"4202"
"081","1037","Total AGEB urbana",9936,"3171"
"081","1041","Total AGEB urbana",12137,"3977"
"081","1056","Total AGEB urbana",7238,"2294"
"081","1060","Total AGEB urbana",5411,"1800"
"081","1075","Total AGEB urbana",10882,"3567"
"081","108A","Total AGEB urbana",4221,"1333"
"081","1107","Total AGEB urbana",14566,"4695"
"081","1111","Total AGEB urbana",13359,"4217"
"081","1126","Total AGEB urbana",29065,"9008"
"081","1130","Total AGEB urbana",23683,"7309"
"081","1145","Total AGEB urbana",10171,"3272"
"081","115A","Total AGEB urbana",11515,"3638"
"081","1164","Total AGEB urbana",9287,"2672"
"081","1179","Total AGEB urbana",316,"91"
"081","1234","Total AGEB urbana",1955,"690"
"081","1249","Total AGEB urbana",511,"136"
"081","1253","Total AGEB urbana",5953,"1943"
"081","1272","Total AGEB urbana",19999,"6124"
"081","1287","Total AGEB urbana",6517,"2140"
"081","1291","Total AGEB urbana",3895,"1214"
"081","1304","Total AGEB urbana",791,"268"
"081","1319","Total AGEB urbana",2568,"805"
"081","1323","Total AGEB urbana",1485,"505"
"081","1338","Total AGEB urbana",1946,"602"
"081","1342","Total AGEB urbana",3040,"953"
"081","1357","Total AGEB urbana",4710,"1550"
"081","1361","Total AGEB urbana",5120,"1678"
"081","1376","Total AGEB urbana",2066,"619"
"081","0147","Total AGEB urbana",1723,"431"
"081","0151","Total AGEB urbana",3092,"778"
"081","0166","Total AGEB urbana",3389,"809"
"081","0240","Total AGEB urbana",4219,"1129"
"081","0255","Total AGEB urbana",4996,"1386"
"081","026A","Total AGEB urbana",4620,"1227"
"081","0433","Total AGEB urbana",871,"215"
"081","0448","Total AGEB urbana",1588,"428"
"081","0452","Total AGEB urbana",3910,"1007"
"081","0715","Total AGEB urbana",2276,"576"
"081","072A","Total AGEB urbana",2402,"649"
"081","0819","Total AGEB urbana",366,"101"
"081","1198","Total AGEB urbana",404,"99"
"081","1200","Total AGEB urbana",535,"157"
"081","1268","Total AGEB urbana",9084,"3022"
"081","0043","Total AGEB urbana",2001,"656"
"081","0058","Total AGEB urbana",469,"156"
"081","0062","Total AGEB urbana",1624,"546"
"081","0363","Total AGEB urbana",5246,"1664"
"081","0876","Total AGEB urbana",5024,"1280"
"081","0880","Total AGEB urbana",4091,"962"
"081","0895","Total AGEB urbana",3811,"935"
"081","1094","Total AGEB urbana",5772,"1499"
"081","0804","Total AGEB urbana",752,"258"
"081","1215","Total AGEB urbana",1581,"534"
"081","1380","Total AGEB urbana",888,"306"
"081","1395","Total AGEB urbana",1590,"609"
"081","1408","Total AGEB urbana",1259,"460"
"081","1412","Total AGEB urbana",409,"144"
"081","1427","Total AGEB urbana",20,"9"
"081","1431","Total AGEB urbana",971,"306"
"081","1446","Total AGEB urbana",1777,"563"
"081","1450","Total AGEB urbana",1719,"591"
"081","1465","Total AGEB urbana",1180,"363"
"081","147A","Total AGEB urbana",73,"28"
"082","0000","Total del municipio",79282,"19851"
"082","0110","Total AGEB urbana",4720,"1331"
"082","020A","Total AGEB urbana",2520,"650"
"082","0375","Total AGEB urbana",3623,"878"
"082","0426","Total AGEB urbana",2829,"762"
"082","0430","Total AGEB urbana",4796,"1285"
"082","0445","Total AGEB urbana",1569,"434"
"082","045A","Total AGEB urbana",1527,"428"
"082","0464","Total AGEB urbana",1811,"481"
"082","0479","Total AGEB urbana",2871,"760"
"082","0534","Total AGEB urbana",256,"63"
"082","0549","Total AGEB urbana",329,"78"
"082","0572","Total AGEB urbana",149,"41"
"082","0587","Total AGEB urbana",1200,"305"
"082","0591","Total AGEB urbana",96,"24"
"082","0619","Total AGEB urbana",100,"23"
"082","0623","Total AGEB urbana",94,"22"
"082","0638","Total AGEB urbana",153,"45"
"082","0642","Total AGEB urbana",170,"43"
"082","0657","Total AGEB urbana",422,"115"
"082","0661","Total AGEB urbana",921,"234"
"082","0676","Total AGEB urbana",811,"216"
"082","0394","Total AGEB urbana",1056,"298"
"082","0407","Total AGEB urbana",587,"198"
"082","0411","Total AGEB urbana",794,"237"
"082","0248","Total AGEB urbana",3220,"803"
"083","0000","Total del municipio",14130,"3731"
"083","0048","Total AGEB urbana",109,"38"
"083","0052","Total AGEB urbana",131,"35"
"083","0067","Total AGEB urbana",3136,"840"
"083","0071","Total AGEB urbana",916,"239"
"083","0086","Total AGEB urbana",2072,"573"
"083","0033","Total AGEB urbana",2747,"711"
"084","0000","Total del municipio",43593,"11582"
"084","0168","Total AGEB urbana",1203,"333"
"084","0172","Total AGEB urbana",2695,"728"
"084","0331","Total AGEB urbana",1422,"413"
"084","0346","Total AGEB urbana",1792,"468"
"084","0350","Total AGEB urbana",13,"3"
"084","0204","Total AGEB urbana",1534,"407"
"084","0219","Total AGEB urbana",2249,"569"
"084","0308","Total AGEB urbana",34,"10"
"084","0312","Total AGEB urbana",12,"5"
"084","0280","Total AGEB urbana",111,"33"
"084","037A","Total AGEB urbana",2184,"537"
"084","0384","Total AGEB urbana",1886,"485"
"084","0399","Total AGEB urbana",16,"5"
"084","0435","Total AGEB urbana",1452,"363"
"084","044A","Total AGEB urbana",1855,"464"
"084","0115","Total AGEB urbana",2795,"770"
"084","0187","Total AGEB urbana",1536,"427"
"084","0191","Total AGEB urbana",1527,"396"
"084","0327","Total AGEB urbana",45,"13"
"084","0365","Total AGEB urbana",155,"40"
"084","0295","Total AGEB urbana",846,"212"
"084","0401","Total AGEB urbana",2203,"633"
"084","0416","Total AGEB urbana",2761,"714"
"084","0420","Total AGEB urbana",1361,"370"
"085","0000","Total del municipio",66414,"17310"
"085","017A","Total AGEB urbana",10,"*"
"085","0184","Total AGEB urbana",1440,"376"
"085","0199","Total AGEB urbana",1410,"339"
"085","0201","Total AGEB urbana",1458,"408"
"085","0216","Total AGEB urbana",1164,"334"
"085","0220","Total AGEB urbana",2904,"713"
"085","0254","Total AGEB urbana",1292,"343"
"085","0269","Total AGEB urbana",1717,"485"
"085","0273","Total AGEB urbana",2063,"630"
"085","0292","Total AGEB urbana",319,"86"
"085","0381","Total AGEB urbana",238,"59"
"085","0409","Total AGEB urbana",53,"14"
"085","0413","Total AGEB urbana",23,"9"
"085","0358","Total AGEB urbana",1734,"444"
"085","0362","Total AGEB urbana",3098,"817"
"085","0377","Total AGEB urbana",245,"68"
"085","031A","Total AGEB urbana",3063,"762"
"085","0324","Total AGEB urbana",3810,"906"
"085","0396","Total AGEB urbana",217,"44"
"085","0339","Total AGEB urbana",1813,"406"
"085","0343","Total AGEB urbana",1723,"412"
"086","0000","Total del municipio",35014,"8632"
"086","0073","Total AGEB urbana",2272,"568"
"086","0143","Total AGEB urbana",197,"52"
"087","0000","Total del municipio",105766,"24079"
"087","0070","Total AGEB urbana",3630,"897"
"087","0121","Total AGEB urbana",2774,"603"
"087","030A","Total AGEB urbana",4619,"960"
